ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0043087	regulation of GTPase activity	196/6417	410/17913	3.19745668167324e-07	2.00729225016153e-05	1.747467022201e-05	PTPRN2/RASA3/TBCD/ABR/RGS12/AGRN/SIPA1L3/ARHGEF10/ARHGAP39/SCRIB/MYO9B/TSC2/IQSEC1/RAP1GAP2/ARHGAP10/PLXNB3/SRGAP3/STXBP5L/TIAM1/RABGAP1/RAP1GAP/ARHGEF1/ARHGAP45/ARHGAP8/DAB2IP/FAM13A/RIN2/ARAP1/TIAM2/STARD13/ANKRD27/DOCK1/MYO9A/RALBP1/ARHGEF10L/GDI2/NPRL3/IQGAP2/SBF2/APC2/ACAP3/SGSM3/EVI5L/RAP1A/PICALM/ARHGEF12/SRGAP1/RALGAPA1/ARHGAP27/GMIP/SOS1/RAPGEF6/DOCK4/ARHGAP4/OPHN1/ARHGAP22/ARHGAP21/PLXNB1/SYNGAP1/CHN2/EVI5/DOCK7/HACD3/GPS1/PLCB1/RALGAPA2/RRP1B/ASAP1/TBC1D24/RANGAP1/SGSM2/RGL3/TBC1D10B/ADAP2/DOCK8/USP6NL/RDX/WNK1/CORO1C/DOCK9/RASAL3/SYDE1/MAP4K4/STARD8/SH3BP4/PLEKHG6/SEMA4D/LIMS1/ARHGAP42/NF1/VAV3/ARHGEF19/ITGB1/NET1/RIN1/RIC8B/PGAM5/TRAPPC6B/RASGRF1/PLEKHG4/LLGL1/RGS9/RTKN/PREX1/ECT2/F2RL1/RASA1/GNAQ/ARRB1/ARHGAP23/SMAP2/STMN3/MTOR/ARHGAP17/ACAP1/PKP4/CCDC125/SNX9/DENND1B/DEPDC1/GRHL3/ARHGEF11/ARHGAP12/ARHGAP32/ARHGAP1/CDC42EP2/DNM1L/SPRY2/ARHGAP11B/RANBP2/ELMOD3/MKKS/SEC23B/ARHGAP31/EPHA3/ARAP2/LARS/FAM13B/AFDN/ARHGAP18/STXBP5/BVES/SNX13/ARFGEF1/GARNL3/CDKL5/ARHGAP28/NEDD9/AGAP2/PROM2/AJUBA/ARHGDIG/MAPRE2/ITGB1BP1/ALS2CL/SFRP1/CHML/ARHGAP30/RGS5/AGAP5/RAB11FIP2/AGAP4/RSU1/ARFGAP2/RIC8A/TMED2/FICD/KLRK1/KLRC4-KLRK1/RAPGEF3/IPO5/EIF5/ARHGAP11A/GPS2/ALS2/PREB/RGPD6/NUP50/DEPDC5/RANBP1/RASA2/NPRL2/SPRY1/ELMOD2/DEPDC1B/F2R/DYNLT1/EZH2/PREX2/FGD3/RIC1/ARHGEF6/OCRL/FGD1/DOCK11/RP2	196
BP	GO:0060968	regulation of gene silencing	79/6417	139/17913	3.28876894376013e-07	2.04396989854692e-05	1.77939709167653e-05	PPP3CA/TGFB1/NUP153/NCOR1/NEAT1/ELAVL1/DNMT1/TERT/NUP62/POM121/POLR2F/PPHLN1/ATF7IP/NUP88/EGFR/NUP210/DHX9/NUP58/POM121C/ZMPSTE24/TET1/NUP93/EIF4G1/NUP107/PPARG/NUP43/XPO5/RIPK1/PHF8/AAAS/MIER1/NDC1/AGO1/NUP37/NUP85/DDX5/POLR2B/HIST1H4H/POU5F1/NUP205/NUP133/TPR/H3F3A/ADAR/ZC3H10/BCDIN3D/HIST4H4/MAP2K1/POLR2A/SEH1L/RANBP2/RAE1/POLR2H/TASOR/NUP155/ASF1A/HIST1H3E/NUP42/NUP188/AJUBA/NUP214/POLR2G/CDK2/TARBP2/IPO8/MPHOSPH8/TRIM28/ZNF304/NUP35/POLR2D/NUP50/MORC2/NUP54/HIST1H3H/HIST1H4J/HIST1H3A/HIST1H4E/HIST1H4I/FMR1	79
BP	GO:2000779	regulation of double-strand break repair	47/6417	72/17913	3.43158463936894e-07	2.11161371620574e-05	1.8382850491252e-05	SPIDR/RTEL1/PRKDC/SPIRE2/POLQ/UBR5/SHLD1/PARP1/FUS/TEX15/RECQL5/DEK/TP53BP1/PPP4R2/TRIP12/FIGNL1/RAD51/RIF1/SMCHD1/OGG1/SLF2/SHLD2/CHEK1/PARPBP/NUDT16L1/WRAP53/SETMAR/DTX3L/CYREN/UBQLN4/KDM1A/RPA2/FBH1/KDM4D/RAD51AP1/TIMELESS/DDX11/FOXM1/PPP4C/ACTR2/NUDT16/PARP3/MAGEF1/PARP9/SLF1/MRNIP/USP51	47
BP	GO:0009156	ribonucleoside monophosphate biosynthetic process	101/6417	188/17913	3.61484689015552e-07	2.20257582571731e-05	1.91747296340551e-05	PRKAG2/PFKL/ADK/TGFB1/NUP153/NCOR1/SLC25A12/PFKP/OGDH/AK4/UCKL1/NUP62/ENTPD5/ALDOA/POM121/PAICS/PFKFB3/INSR/ADSL/NUP88/NUP210/AK2/PARP1/LDHA/NUP58/GALK1/ATIC/POM121C/AK3/PGK1/HK1/NUP93/PFAS/SPHK2/HK2/CMPK1/ATP5F1B/NUP107/GPI/GART/ATP5PF/NUP43/SLC25A13/MLXIPL/AAAS/ATP5F1A/NDC1/ENO1/UQCC3/NUP37/ADPGK/NUP85/PFKFB4/NUP205/OGT/DHODH/PFKFB2/PKM/AK9/NUP133/TPR/ATP5PB/ATP5F1C/TIGAR/DMAC2L/SEH1L/RANBP2/RAE1/UMPS/NUP155/IMPDH1/NUP42/RFK/VCP/NUP188/APRT/NUP214/ADSS/PRKAA2/PINK1/PGM1/P2RX7/GPD1/TPI1/ENO2/IGF1/ENO3/ATP5MC1/CAD/NUP35/ATP5MC3/NUP50/IMPDH2/NUP54/ATPSCKMT/DNAJC30/PRXL2C/PFKFB1/HPRT1/UPRT/PRPS2	101
BP	GO:0031023	microtubule organizing center organization	71/6417	122/17913	3.71135904592531e-07	2.23942684178891e-05	1.94955395974002e-05	ARHGEF10/CROCC/CLASP1/SDCCAG8/C2CD3/CENPJ/BRCA1/NUP62/CEP72/WDR62/XRCC3/CHD3/HAUS7/SLC16A1/CLASP2/CHMP3/CEP250/CNTLN/USP33/KIF11/CEP295/RBM14/CCNF/TRIM37/CCDC78/CKAP5/XPO1/CHMP4B/KIF3B/NUBP1/KIAA0753/CEP192/ROCK2/MCIDAS/UBXN2B/HAUS6/CHMP1A/KAT2B/CDK1/CHEK1/CHORDC1/BRCA2/PCLAF/E2F4/CCP110/KAT2A/CEP76/GCC2/GEN1/CEP135/XRCC2/NIN/SASS6/SSX2IP/CDK2/MDM1/CNTROB/VPS4B/HAUS1/HAUS5/ATF5/RAB6C/CTNNB1/SGO1/CHMP2B/MAP9/PKD2/PLK4/CETN3/TMEM67/PCM1	71
BP	GO:0097711	ciliary basal body-plasma membrane docking	58/6417	95/17913	4.68310272223728e-07	2.79860417487545e-05	2.43635101136636e-05	PCNT/SFI1/CLASP1/NPHP4/SDCCAG8/C2CD3/DYNLL1/CENPJ/CEP72/NINL/B9D1/HAUS7/RPGRIP1L/FBF1/DYNC1H1/HSP90AA1/CEP250/YWHAG/AKAP9/TCTN2/CKAP5/TUBA4A/CEP192/FGFR1OP/HAUS6/CDK1/CCP110/CEP76/TUBB4A/ALMS1/DYNC1I2/MAPRE1/IQCB1/CEP135/SCLT1/AHI1/CEP41/TUBB4B/OFD1/TCTN3/ACTR1A/TMEM216/CEP83/NEDD1/TUBG1/MKS1/HAUS1/HAUS5/B9D2/CEP97/CC2D2A/PLK4/TUBB/TMEM67/PCM1/CNTRL/CEP78/KIF24	58
BP	GO:0033865	nucleoside bisphosphate metabolic process	73/6417	127/17913	4.99775494109707e-07	2.90290158494563e-05	2.52714809613762e-05	ACACA/ACSF3/ACSL1/OGDH/MPC2/TPST1/SUCLA2/MCCC2/SULT2B1/PPCDC/GPAT4/MLYCD/ACOT7/PIPOX/THEM4/ACOT2/ACLY/PANK2/ABHD14B/ACSL4/ELOVL5/SLC26A1/ELOVL7/ACSL3/PDK4/ABCD1/PPCS/FAR1/HSD17B12/ACACB/PDHB/OXSM/CBR4/ENPP1/CROT/ACOT9/ACSS1/ELOVL1/FAR2/ELOVL6/AADAT/HSD17B4/PDK3/BPNT1/DLAT/DLST/ACOT1/NUDT7/MCEE/DBI/SLC25A1/PAPSS1/SLC26A2/ELOVL2/GCDH/PPT2/PMVK/PPT1/PAPSS2/ACSL5/PANK1/DGAT2/GSTZ1/SULT1A1/PDK1/HACD2/ACOT13/MPC1/SLC35B3/AASS/DLD/IMPAD1/PDHA1	73
BP	GO:0033875	ribonucleoside bisphosphate metabolic process	73/6417	127/17913	4.99775494109707e-07	2.90290158494563e-05	2.52714809613762e-05	ACACA/ACSF3/ACSL1/OGDH/MPC2/TPST1/SUCLA2/MCCC2/SULT2B1/PPCDC/GPAT4/MLYCD/ACOT7/PIPOX/THEM4/ACOT2/ACLY/PANK2/ABHD14B/ACSL4/ELOVL5/SLC26A1/ELOVL7/ACSL3/PDK4/ABCD1/PPCS/FAR1/HSD17B12/ACACB/PDHB/OXSM/CBR4/ENPP1/CROT/ACOT9/ACSS1/ELOVL1/FAR2/ELOVL6/AADAT/HSD17B4/PDK3/BPNT1/DLAT/DLST/ACOT1/NUDT7/MCEE/DBI/SLC25A1/PAPSS1/SLC26A2/ELOVL2/GCDH/PPT2/PMVK/PPT1/PAPSS2/ACSL5/PANK1/DGAT2/GSTZ1/SULT1A1/PDK1/HACD2/ACOT13/MPC1/SLC35B3/AASS/DLD/IMPAD1/PDHA1	73
BP	GO:0034032	purine nucleoside bisphosphate metabolic process	73/6417	127/17913	4.99775494109707e-07	2.90290158494563e-05	2.52714809613762e-05	ACACA/ACSF3/ACSL1/OGDH/MPC2/TPST1/SUCLA2/MCCC2/SULT2B1/PPCDC/GPAT4/MLYCD/ACOT7/PIPOX/THEM4/ACOT2/ACLY/PANK2/ABHD14B/ACSL4/ELOVL5/SLC26A1/ELOVL7/ACSL3/PDK4/ABCD1/PPCS/FAR1/HSD17B12/ACACB/PDHB/OXSM/CBR4/ENPP1/CROT/ACOT9/ACSS1/ELOVL1/FAR2/ELOVL6/AADAT/HSD17B4/PDK3/BPNT1/DLAT/DLST/ACOT1/NUDT7/MCEE/DBI/SLC25A1/PAPSS1/SLC26A2/ELOVL2/GCDH/PPT2/PMVK/PPT1/PAPSS2/ACSL5/PANK1/DGAT2/GSTZ1/SULT1A1/PDK1/HACD2/ACOT13/MPC1/SLC35B3/AASS/DLD/IMPAD1/PDHA1	73
BP	GO:0140014	mitotic nuclear division	122/6417	237/17913	5.10837263017323e-07	2.93967924967839e-05	2.55916523577879e-05	MAD1L1/STAG1/ARHGEF10/TGFB1/CLASP1/WRAP73/TEX14/PINX1/TACC3/NUSAP1/RB1/NUP62/ATM/XRCC3/KPNB1/INSR/KIFC1/CENPF/CHMP6/CDC25C/NEK6/PDS5B/NCAPH/NCAPD2/EPS8/PRC1/CLASP2/PDS5A/DIS3L2/SMPD3/PDGFB/KNSTRN/KIF11/FGF8/NCAPD3/SH2B1/BECN1/CDC27/CHEK2/TRIP13/SMC5/AAAS/PSMG2/OBSL1/CHMP4B/KIF3B/KIF20B/INCENP/INO80/BUB1B/CDC6/CEP192/SPAST/USP16/SMC4/TENT4A/UBXN2B/L3MBTL1/CHMP1A/SPHK1/KLHL22/NCAPH2/HNRNPU/TPR/KIF14/SMC3/SLF2/BCCIP/CHEK1/ANAPC15/KNTC1/PRMT5/DERPC/MIS12/SEH1L/TGFA/GEN1/DYNC1LI1/CENPE/FBXO5/PHIP/CDK13/RRS1/APC/MYBL2/PDGFRB/CCSAP/ZWINT/MKI67/ZW10/RAN/ESPL1/IGF1/RGCC/CHAMP1/CHMP4A/SPAG5/VPS4B/NDC80/PDXP/CEP97/NME6/NAA50/SGO1/CHMP2B/MAD2L1/MAP9/NCAPG/BTC/H2AFY/KIF4B/SLF1/SPDL1/CUL9/HSPA1B/CHMP7/MTBP/DSCC1/SMC2/NAA10/SMC1A/KIF4A	122
BP	GO:0022613	ribonucleoprotein complex biogenesis	183/6417	381/17913	5.24097855378728e-07	2.98306758788743e-05	2.59693735897725e-05	NVL/BOP1/UTP4/ERI1/ATR/PTGES3/SRPK2/MTREX/SETX/ATM/CELF1/TBL3/WDR43/PRPF6/EIF3A/CLNS1A/DHX37/G3BP2/EIF3J/UTP6/IMP3/DHX9/DDX21/THUMPD1/MYBBP1A/SNRPD1/TXNL4A/NOP58/SHQ1/DHX30/MPHOSPH6/DYNC1H1/HSP90AA1/USP4/ZNHIT6/UTP11/GTPBP4/NOP2/NUFIP1/DDX1/DIMT1/EIF3B/NOL6/EXOSC3/DDX3X/CIRBP/PRMT7/PRPF19/NOC4L/RRN3/PELP1/XPO1/G3BP1/UTP25/LINC01715/AGO1/PDCD11/NOLC1/PAN2/CPSF6/GTF3A/EIF2S1/SRSF5/EFL1/TICRR/MRM3/FBL/MPV17L2/GEMIN7/GEMIN6/MTG2/YBEY/PES1/SDAD1/NOP14/WDR55/NSA2/CNOT6/PAK1IP1/BUD23/NCBP1/LTO1/NOL3/DDX51/AATF/DDX17/GNL2/WDR77/SF3A3/MRTO4/ADAR/RRNAD1/RBMXL1/BMS1/PWP1/PA2G4/SCAF11/DICER1/PRMT5/NOL11/SENP3/RBFA/EXOSC5/WDR12/FASTKD2/WDR75/NOP56/SRSF6/RRP9/RIOX2/YTHDC1/GEMIN5/DROSHA/DDX39B/RIOK1/RRP36/GTF2H5/HSP90AB1/WEE2-AS1/MRM2/MALSU1/CHD7/DCAF13/RRS1/NOL8/REXO4/DKC1/LAS1L/GNL3L/SUV39H1/ISG20L2/PIH1D1/MRPS2/DDX31/HEATR1/SNRPE/NOL9/PRKAA2/SRSF10/AGO4/EXOSC10/NPM3/DENR/TARBP2/RAN/WBP11/FCF1/EIF5/SNUPN/PATL2/EXOSC6/DDX28/SRSF1/FTSJ3/MRM1/UTP18/EIF4A3/C1QBP/GEMIN4/RNU6-2/GCFC2/TRMT61B/IMP4/CRNKL1/XRN2/RRP7A/NUDT16/ZCCHC4/UTP3/LYAR/EXOSC9/FRG1/GAR1/WDR36/WDR46/BYSL/DDX56/RBIS/TGS1/PSIP1/ZNF658/TEX10/GEMIN8	183
BP	GO:0008654	phospholipid biosynthetic process	128/6417	251/17913	5.27976564227864e-07	2.98306758788743e-05	2.59693735897725e-05	PIP5K1C/AGPAT3/PIK3CB/PTDSS2/LPCAT1/DGKQ/PIGQ/CPNE7/MTMR12/SELENOI/DGKZ/VAC14/INPP4B/ATM/PIK3C2A/PCYT1A/PIGX/GPAT4/PI4K2B/PI4KA/PITPNM2/GGPS1/PIGG/PDGFB/SPHK2/INPP5E/PIK3R3/MBOAT2/PIK3C2B/CHKA/PGAP2/PCYT2/ABHD3/PLEKHA4/MBOAT7/STARD7/MTMR7/SLC44A1/CAPN2/FADS1/PITPNM3/AGPAT4/ACHE/PIK3R5/ACSL3/RAB4A/FDPS/INPP5F/FAR1/DGKA/PLA2G4D/PLCG2/ALOX15/MPPE1/PIK3C3/SH3YL1/INPP4A/PIGU/PIK3R4/ABHD5/CDS1/NUS1/MTMR9/AGPAT5/HTR2C/SLC44A2/PIP5K1B/LPIN1/ZP3/PLEKHA8/PI4KB/GPAM/PLEKHA1/DDHD1/PIGS/PGS1/PHOSPHO1/PGAP1/CDS2/TAMM41/LIPH/PTPN13/SGMS2/PIK3R1/AGK/PTDSS1/DPM2/PIP4K2A/AGAP2/PLA2G4B/LCLAT1/AJUBA/DGKE/PIKFYVE/PLSCR1/AGPAT1/CPNE3/PLEKHA2/PIGV/PMVK/PIGM/PIGC/GNPAT/ACP6/DHDDS/GPD1/MTMR6/PIGH/PIGB/LPCAT2/PIGW/PIP4K2B/PIGN/PIGF/LPIN3/CRLS1/PIGP/PIK3CA/SACM1L/PYURF/ETNPPL/FIG4/IMPA1/DOLK/PIGO/OCRL/MTM1/MTMR1	128
BP	GO:0032543	mitochondrial translation	72/6417	125/17913	5.34695968551103e-07	2.9938157158064e-05	2.60629424215521e-05	EARS2/MRPL1/MRPS27/MRPL33/MRPL20/MRPS12/GFM2/RCC1L/MRPS21/MTG1/YARS2/NGRN/MRPL4/MPV17L2/UQCC1/MTG2/GFM1/MRRF/MRPL45/MRPL11/MRPL14/DARS2/TARS2/MRPS16/MRPL21/MRPL16/MRPL42/TSFM/MRPL57/MRPS11/MRPL28/MRPS23/FASTKD2/MRPS26/MRPS25/MRPL36/MRPS36/RMND1/AARS2/MRPS17/MALSU1/MRPL13/MRPL15/MRPL27/MRPL47/MRPS2/MRPL24/CHCHD1/MRPL17/RPUSD4/MRPL51/MRPS31/MRPL46/MRPS7/COA3/C1QBP/MRPL19/PTCD3/MTIF2/MRPL35/MRPL30/MRPS6/MRPL39/MRPL40/MRPL3/TRMT10C/FASTKD3/MRPL18/MRPL32/MRPS28/TRUB2/MRPL50	72
BP	GO:1900034	regulation of cellular response to heat	50/6417	79/17913	6.03599199763562e-07	3.34943663083084e-05	2.91588335224127e-05	RPTOR/NUP153/CAMK2B/ATR/PTGES3/NUP62/MAPK1/POM121/ATM/DNAJC7/NUP88/NUP210/NUP58/POM121C/NUP93/HSP90AA1/NUP107/NUP43/AKT1S1/AAAS/NDC1/CRYAB/NUP37/NUP85/NUP205/CCAR2/MTOR/NUP133/TPR/HSPA8/CHORDC1/FKBP4/RPA1/SEH1L/RANBP2/RAE1/NUP155/HSP90AB1/NUP42/NUP188/NUP214/RPA2/HSPH1/NUP35/NUP50/NUP54/HSPA1L/HSPA1B/BAG2/BAG1	50
BP	GO:0007004	telomere maintenance via telomerase	44/6417	67/17913	6.29025425562491e-07	3.4596398405937e-05	3.01182178611197e-05	PARN/PINX1/ATR/TERT/PTGES3/SMG6/CCT3/MAPK1/PNKP/ATM/TERF2/CCT6A/MAPK15/HSP90AA1/XRN1/RFC1/TNKS1BP1/XRCC5/DCP2/PKIB/TEN1/HNRNPU/NEK7/CTC1/WRAP53/CCT7/CCT8/CCT5/MAP3K4/TCP1/HSP90AB1/DKC1/GNL3L/TNKS2/SMG5/EXOSC10/CCT2/PIF1/CTNNB1/GAR1/FBXO4/RAD50/POT1/TERF1	44
BP	GO:0000070	mitotic sister chromatid segregation	75/6417	132/17913	6.56919294390102e-07	3.58136264441621e-05	3.1177887102171e-05	MAD1L1/TEX14/PINX1/TACC3/NUSAP1/RB1/NUP62/ATM/XRCC3/KPNB1/KIFC1/CENPF/CHMP6/NEK6/PDS5B/NCAPH/NCAPD2/PRC1/PDS5A/DIS3L2/KNSTRN/NCAPD3/BECN1/CDC27/TRIP13/SMC5/PSMG2/CHMP4B/INCENP/INO80/BUB1B/CDC6/SMC4/TENT4A/CHMP1A/KLHL22/NCAPH2/HNRNPU/TPR/KIF14/SLF2/ANAPC15/DERPC/MIS12/SEH1L/GEN1/DYNC1LI1/CENPE/FBXO5/RRS1/APC/ZWINT/ZW10/RAN/ESPL1/CHAMP1/CHMP4A/SPAG5/VPS4B/NDC80/NAA50/SGO1/CHMP2B/MAD2L1/NCAPG/H2AFY/KIF4B/SLF1/SPDL1/CHMP7/DSCC1/SMC2/NAA10/SMC1A/KIF4A	75
BP	GO:0140056	organelle localization by membrane tethering	79/6417	141/17913	7.27017284972687e-07	3.92905428356978e-05	3.42047491511177e-05	PCNT/SFI1/CLASP1/NPHP4/PPFIA3/SDCCAG8/C2CD3/DYNLL1/CENPJ/CEP72/NINL/B9D1/HAUS7/RPGRIP1L/FBF1/DYNC1H1/EXOC6/HSP90AA1/CEP250/EXOC6B/SCFD2/YWHAG/AKAP9/TCTN2/NDRG4/ESYT2/CKAP5/STX1B/TUBA4A/SCFD1/VPS33B/CEP192/FGFR1OP/HAUS6/GRAMD2A/VPS45/CDK1/EXOC5/BLOC1S6/CCP110/CEP76/RAB8A/TUBB4A/ALMS1/DYNC1I2/MAPRE1/IQCB1/CEP135/SCLT1/AHI1/BVES/CEP41/TUBB4B/STX17/OFD1/PSEN2/STXBP3/TCTN3/ACTR1A/SYTL2/TMEM216/CEP83/VPS33A/NEDD1/TUBG1/MKS1/HAUS1/HAUS5/B9D2/CEP97/CC2D2A/PLK4/TUBB/TMEM67/PCM1/CNTRL/CEP78/KIF24/RABEPK	79
BP	GO:0044839	cell cycle G2/M phase transition	130/6417	257/17913	7.65565565073777e-07	4.10171550597718e-05	3.57078675542578e-05	TAOK3/BRSK2/PCNT/SFI1/DNM2/PSME4/CLASP1/RAD51B/PINX1/CCNY/SDCCAG8/DYNLL1/CENPJ/BRCA1/CCND1/CEP72/NINL/BABAM2/ATM/PSMA1/CENPF/CDC25C/HAUS7/CDC14B/STOX1/HSPA2/PSMA6/TAOK2/PLCB1/DYNC1H1/PPP1R12B/HSP90AA1/CEP250/CDK14/RAD51C/GTSE1/CHEK2/HMMR/PSMC2/YWHAG/AKAP9/PAXIP1/TAF2/CKAP5/TUBA4A/MELK/PSMA5/BTRC/WEE1/PSMA3/TICRR/KDM8/PSMD12/PSME3/CEP192/DONSON/FBXL7/FGFR1OP/CUL1/HAUS6/NAE1/DYRK3/KIF14/PSMD4/CLSPN/CDK1/CHEK1/PHLDA1/CDK4/BLM/CCP110/CTC1/CDK5RAP3/PSMD11/CEP76/TUBB4A/PSMD1/ALMS1/PSMD14/CALM2/DYNC1I2/MAPRE1/KAT14/CDC25A/CEP135/FBXO5/CEP41/NBN/PSMD5/TUBB4B/PSMB2/AJUBA/PSMB7/OFD1/CDC7/NES/ACTR1A/PSMC3/CDK2/WNT10B/FOXM1/NEDD1/RNASEH2B/PSMC6/PSMA4/PSMC5/PSMD3/TUBG1/ATAD5/VPS4B/HAUS1/HAUS5/PSMC4/ATF5/PSMA7/PSMD2/PSMD6/ABRAXAS1/PLK4/H2AFY/CCNH/MRNIP/PSMB8/PSMB1/TUBB/PCM1/PKIA/CNTRL/CEP78/BRCC3	130
BP	GO:0006520	cellular amino acid metabolic process	168/6417	347/17913	8.09747156414915e-07	4.30134921121256e-05	3.74457974266546e-05	PEPD/FOLH1/PSME4/MCCC1/SLC25A12/ASPG/EGLN3/IL4I1/OGDH/NOS3/PSPH/PARK7/GLYATL1/SCLY/FTCD/MCCC2/EARS2/FARS2/SMS/PSMA1/COMT/NAT8L/LARS2/ASRGL1/PIPOX/HGD/DARS/CTPS2/MTHFD1/PSMA6/ENOSF1/SARS2/GCLC/PFAS/ATP2B4/BCKDK/P4HB/PPA1/GLUD1/GOT2/SHMT1/NAGS/FARSB/HIBCH/GART/EEF1E1/PLOD3/PSMC2/GLDC/CTNS/SLC25A21/SLC7A6/GFPT2/VARS/PSMA5/PYCR2/DDAH1/NARS2/YARS2/PSMA3/GCSH/CRYM/PSMD12/PSME3/MRI1/ADI1/GGT5/ENOPH1/PPM1K/BCKDHB/DDO/PYCR3/TDH/IARS/ATP7A/PRDX4/GGT1/GAMT/PLOD1/ACADSB/SLC6A6/AADAT/DDC/DARS2/TARS2/IARS2/PSMD4/CTPS1/KYAT3/EGLN1/ALDH4A1/ALDH18A1/APIP/NAALAD2/ACAD8/SDSL/RIMKLB/ERO1A/DLST/ALDH6A1/HYKK/CLN3/PSMD11/FARSA/PSMD1/ODC1/PSMD14/ASNSD1/GCAT/UPB1/TST/QDPR/SEPSECS/MTHFD2L/PHYKPL/RARS/LARS/HARS/AARS2/PSMD5/OAZ3/PSMB2/RIMKLA/GCDH/BPHL/SLC7A2/PSMB7/ERO1B/MTR/ADSS/OAT/PSMC3/GSTZ1/PSMC6/TARSL2/MTHFS/PSMA4/ABAT/PSMC5/PSMD3/SRR/PSMC4/CAD/MARS2/GLS/PCYOX1/THNSL2/PSMA7/NFS1/NIT2/AMT/ACY1/PSMD2/PLOD2/PSMD6/CKMT2/SLC1A3/PSMB8/GNMT/ALDH5A1/PSMB1/AASS/DLD/SLC25A32/MTAP/HSD17B10/SLC6A8/GLUD2	168
BP	GO:0042073	intraciliary transport	34/6417	48/17913	8.31999656111329e-07	4.38209988367111e-05	3.81487799501537e-05	IFT140/WDR60/DYNLL1/IFT88/DYNC2H1/IFT81/IFT43/WDR34/IFT74/TUB/KIF3B/TRIP11/TTC21B/ICK/TRAF3IP1/IFT172/CLUAP1/IFT122/IFT80/TTC26/HSPB11/TCTEX1D2/SSX2IP/DYNLRB2/DYNLL2/IFT20/WDR35/TTC30B/RABL2B/IFT27/IFT57/IFT22/PCM1/RPGR	34
BP	GO:0060249	anatomical structure homeostasis	195/6417	413/17913	1.00271973553615e-06	5.23689340870352e-05	4.55902648443682e-05	ACACA/CROCC/PARN/TGFB1/LPCAT1/GAA/STK39/MUC6/RTEL1/GCNT2/MUC2/NPHP4/PINX1/ATR/ADAM8/TERT/PTGES3/SMG6/NOS3/PRKDC/RB1/CCT3/POLD1/MAPK1/ADD1/ADGRV1/PNKP/RAB3D/ALDOA/ATM/XRCC3/CDH23/NCS1/HOMER1/FGGY/POLA2/CACNA1D/TFRC/PPP1R10/EGFR/PARP1/INAVA/POLD3/TERF2/DEF8/SLX4/VPS54/MUC4/CCT6A/MAPK15/RECQL4/NCDN/LRRK1/CTSH/PTH1R/HSP90AA1/XRN1/WWTR1/PRDX1/NABP2/POLE/TSPOAP1/RAD51C/PCNA/DHX36/RFC1/HNRNPA2B1/SMC5/POLA1/TNKS1BP1/TUB/NF1/BARD1/CHMP4B/PDK4/EXO1/ILDR2/LIPA/RFC3/POLE2/RAD51/SOX9/TNFRSF11A/SIGLEC15/XRCC1/RIF1/XRCC5/XRCC6/DCP2/HIST1H4H/PKIB/RFC2/AZGP1/MYC/WRN/LDB1/SPATA7/ZG16B/CORO1A/TEN1/SNX10/TMEM64/HNRNPU/NEK7/ABCA4/DNA2/BBS1/PRIM1/POC1B/HIST4H4/ATP2B1/BRCA2/BLM/NOD2/SMG1/RAD51D/CTC1/RPA1/WRAP53/CCT7/SMC6/MKKS/CCT8/IQCB1/CCDC66/KIAA1211/LOX/CCT5/MAK/MAP3K4/TCP1/IL20RA/HSP90AB1/SMO/SCX/NBN/SYK/DKC1/GNL3L/HOMER2/TNKS2/USH1G/TULP1/FOXC1/SMG5/FH/DCLRE1B/RPA2/EXOSC10/CSF1/NANOS1/FEN1/TPP1/PTPN11/P2RX7/MDM1/RFC5/CCT2/BBS10/APEX1/CFL2/MAP1A/PIF1/TYRO3/MKS1/PLEKHM1/NAPSA/CCNE1/SP100/POLE4/POTEF/SMARCAL1/IL20RB/PARP3/CTNNB1/RFC4/CHMP2B/GAR1/FBXO4/WDR36/RAD50/F2R/HIST1H4J/HIST1H4E/LCA5/HIST1H4I/CDK5/PIP/POT1/AKR1B1/POLD2/CCNE2/TERF1/POLE3/MTM1	195
BP	GO:0009132	nucleoside diphosphate metabolic process	84/6417	153/17913	1.04022936940299e-06	5.38752127569966e-05	4.69015698134331e-05	PRKAG2/PFKL/DLG2/NUP153/NCOR1/SLC25A12/PFKP/OGDH/AK4/NUP62/ENTPD5/ALDOA/POM121/PFKFB3/INSR/NUP88/CASK/NUP210/AK2/NME7/NME4/LDHA/NUP58/GALK1/POM121C/AK3/PGK1/HK1/NUP93/HK2/CMPK1/NUP107/AK7/GPI/DLG1/NUP43/MLXIPL/AAAS/NDC1/ENO1/NUDT5/NUP37/ADPGK/NUP85/DTYMK/PFKFB4/NUDT9/NUP205/ENTPD4/OGT/PFKFB2/MAGI3/PKM/AK9/NUP133/TPR/TIGAR/NUDT7/NME1/SEH1L/RANBP2/RAE1/NUP155/NUP42/NUP188/NUDT18/NUP214/PRKAA2/PGM1/P2RX7/GPD1/TPI1/ENO2/IGF1/ENO3/NUP35/CMPK2/NUP50/NUDT16/NME6/NUP54/NME5/PRXL2C/PFKFB1	84
